article;list_price;buying_price
223202942R;111.06;86.40
223204BD1B;80.88;44.48
223210077R;69.04;37.97
223210172R;29.70;16.34
223210646R;82.22;45.22
223210660R;73.35;40.34
223211573R;62.83;34.56
223211910R;52.00;28.60
223212044R;76.20;41.91
223212419R;87.24;47.98
223212513R;92.47;50.86
223212521R;37.32;20.53
223214097R;43.50;23.93
223215977R;94.14;51.78
223218633R;23.57;12.96
223218732R;35.92;19.76
223219362R;134.65;74.06
223253210R;30.76;16.92
223254164R;59.88;32.93
223258548R;29.61;16.29
22340JY00A;34.84;18.12
223670001R;38.83;31.72
223671032R;13.36;10.92
223676818R;13.34;10.90
223676858R;89.10;72.79
223677902R;65.69;53.67
223724344R;93.09;51.20
223727641R;73.90;40.65
22401CP51B;32.52;12.36
22401ED71B;45.80;17.40
22401JA01B;46.21;17.56
22401JD01B;45.30;17.21
224011KC1C;42.23;16.05
224011TT1C;44.87;17.05
224011526R;7.30;2.77
224011561R;9.75;3.71
224011938R;48.75;18.52
224012331R;31.21;11.86
224012716R;48.75;18.52
224015M015;37.76;14.35
224015R21B;47.90;18.20
224015145R;31.21;11.86
224015221R;26.05;9.90
224015847R;37.71;14.33
224016191R;37.59;14.28
224017706R;48.74;18.52
224018121R;29.45;11.19
224018760R;7.30;2.77
224019133R;28.79;10.94
224019185R;35.28;13.41
224019372R;9.75;3.71
224019960R;20.86;7.93
226A0BV81A;171.70;89.28
226A0BV81B;208.61;108.48
226A0JA10C;221.57;115.22
226A04PM0A;217.21;112.95
226A06VB0A;277.66;144.38
226A09SM0A;170.75;88.79
226A40319R;204.54;106.36
226A40713R;204.54;106.36
226A41733R;204.54;106.36
226A42455R;263.05;136.79
226A42790R;262.24;136.36
226A43646R;220.86;114.85
226A47142R;262.24;136.36
226A47260R;204.54;106.36
226A47453R;204.54;106.36
226A48353R;257.73;134.02
226A49071R;250.16;130.08
22630JG70A;124.26;64.62
22630JY00A;124.26;64.62
226304JA2B;219.64;114.21
226305JK0A;239.22;124.39
226400160R;122.45;63.67
226400216R;256.70;133.48
226400888R;93.36;48.55
226400994R;217.21;112.95
226401704R;204.54;106.36
226402090R;121.96;63.42
226402153R;121.94;63.41
226403788R;124.26;64.62
226404367R;124.76;64.88
226404770R;63.48;33.01
226405227R;124.76;64.88
226405263R;218.08;113.40
226408367R;215.38;112.00
226409053R;124.25;64.61
226409314R;124.76;64.88
226409845R;124.26;64.62
226424298R;61.79;50.48
226442877R;39.38;32.17
226445158R;29.33;23.96
226446794R;57.42;46.91
226449283R;18.29;14.94
226584269R;256.70;133.48
226900029R;226.23;117.64
226900855R;217.21;112.95
226900947R;218.08;113.40
226901685R;218.08;113.40
226902A000;220.86;114.85
226902555R;257.73;134.02
226902746R;221.75;115.31
226903337R;221.75;115.31
226905987R;218.08;113.40
226906393R;218.08;113.40
226906438R;217.21;112.95
226906740R;134.50;69.94
226907163R;52.45;27.27
226907703R;217.21;112.95
226907825R;111.75;58.11
226907861R;256.71;133.49
226908383R;176.53;91.80
226908478R;218.08;113.40
226908543R;221.75;115.31
226909999R;249.16;129.56
22693BV80A;256.70;133.48
22693JA00B;345.77;179.80
226930034R;205.35;106.78
226930618R;262.24;136.36
226931998R;218.08;113.40
226932567R;262.24;136.36
226932962R;204.54;106.36
226934PM0A;218.08;113.40
226934100R;217.21;112.95
226936030R;262.24;136.36
226937054R;257.73;134.02
226937264R;257.73;134.02
226937642R;299.02;155.49
226938207R;257.73;134.02
226939198R;256.70;133.48
227664BD0B;208.23;108.28
227701177R;205.37;106.79
227701454R;103.17;53.65
227702631R;217.21;112.95
227707094R;218.08;113.40
227707408R;140.26;72.94
227708860R;218.08;113.40
22790HV90A;456.31;237.28
22790HV90C;341.95;177.81
227900016R;241.69;125.68
227900033R;660.83;343.63
227900040R;341.95;177.81
227900278R;707.38;367.84
227900330R;341.95;177.81
227901261R;340.60;177.11
227901389R;341.95;177.81
227901461R;307.45;159.87
227901553R;706.48;367.37
227901607R;341.95;177.81
227901618R;340.60;177.11
227901939R;441.16;229.40
227901941R;707.38;367.84
227902503R;706.44;367.35
227902608R;226.99;118.03
227902682R;587.24;305.36
227903219R;276.81;143.94
227903290R;241.69;125.68
227903512R;241.69;125.68
227903791R;707.38;367.84
227903892R;526.55;273.81
227904063R;431.86;224.57
227904120R;578.66;300.90
227904663R;392.46;204.08
227905JU0A;626.38;325.72
227905118R;346.54;180.20
227905160R;528.66;274.90
227905216R;1029.16;535.16
227905433R;457.33;237.81
227905581R;660.83;343.63
227906430R;340.60;177.11
227906453R;707.38;367.84
227906589R;341.95;177.81
227906850R;339.29;176.43
227906887R;433.60;225.47
227907FV0A;442.61;230.16
227907FV1C;216.23;112.44
227907FV1D;275.70;143.36
227907342R;442.04;229.86
227907452R;740.99;385.31
227907578R;438.55;228.05
227907850R;740.99;385.31
227908265R;438.55;228.05
227908421R;341.95;177.81
227909098R;770.74;400.78
227909181R;438.55;228.05
227909403R;276.81;143.94
227909665R;1029.16;535.16
227909699R;469.95;244.37
22793HV90A;433.57;225.46
227930491R;299.02;155.49
227930660R;438.55;228.05
227930700R;457.33;237.81
227932151R;341.95;177.81
227932854R;307.63;159.97
227934502R;299.02;155.49
227934985R;329.67;171.43
227935JU0A;340.60;177.11
227936996R;299.02;155.49
227937FV0A;431.83;224.55
227937FV0D;234.54;121.96
227937820R;273.56;142.25
237G00097R;930.42;558.25
237G00120R;925.33;555.20
237G00122R;930.42;558.25
237G00350R;767.61;460.57
237G00625R;285.52;171.31
237100132R;684.95;410.97
237100151S;629.96;377.98
237100464V;930.42;558.25
237100487R;684.74;410.84
237100540S;858.85;515.31
237100599S;1073.56;644.14
237100636V;901.79;541.07
237100644V;930.42;558.25
237100734S;684.74;410.84
237100745R;684.74;410.84
237100795V;820.72;492.43
237100796V;820.72;492.43
237100813V;1018.79;611.27
237100823S;715.70;429.42
237100854R;715.70;429.42
237100922V;1860.85;1116.51
237100967V;901.79;541.07
237100974R;684.74;410.84
237101189R;534.50;320.70
237101370R;715.70;429.42
237101384S;658.45;395.07
237101412V;1545.93;927.56
237101413V;1259.90;755.94
237101487R;930.42;558.25
237101496R;629.96;377.98
237101539R;715.70;429.42
237101662S;858.85;515.31
237101663S;1073.56;644.14
237101811S;838.95;503.37
237101826R;715.70;429.42
237101830R;566.95;340.17
237101902S;1073.56;644.14
237101907R;616.26;369.76
237101994V;1316.91;790.15
237102008V;1617.21;970.33
237102016S;858.85;515.31
237102099S;715.70;429.42
237102277R;629.96;377.98
237102280R;592.61;355.57
237102426R;715.70;429.42
237102460R;684.95;410.97
237102467V;1316.91;790.15
237102531V;762.72;457.63
237102553R;557.93;334.76
237102703S;820.72;492.43
237102748R;644.13;386.48
237102756S;644.13;386.48
237102804S;858.85;515.31
237102892S;592.60;355.56
237102920R;684.74;410.84
237102928R;644.13;386.48
237102937R;592.61;355.57
237102982S;592.60;355.56
237103008R;592.60;355.56
237103217R;658.45;395.07
237103246S;572.57;343.54
237103250S;547.96;328.78
237103251R;684.74;410.84
237103315R;715.70;429.42
237103317R;592.60;355.56
237103508R;858.85;515.31
237103569S;715.70;429.42
237103571R;715.70;429.42
237103620S;772.97;463.78
237103621S;572.57;343.54
237103707S;901.79;541.07
237103725R;715.70;429.42
237103815S;658.45;395.07
237103907S;930.42;558.25
237103942R;644.13;386.48
237103956R;684.74;410.84
237103989S;930.42;558.25
237104091R;572.57;343.54
237104128R;592.60;355.56
237104145R;644.13;386.48
237104234R;592.60;355.56
237104308R;460.18;276.11
237104328S;592.60;355.56
237104330S;787.72;472.63
237104412S;715.70;429.42
237104451R;684.74;410.84
237104454R;658.45;395.07
237104550S;930.42;558.25
237104559R;684.74;410.84
237104627R;644.13;386.48
237104639S;820.72;492.43
237104643R;629.96;377.98
237104661S;715.70;429.42
237104671R;658.45;395.07
237104814R;469.70;281.82
237104833R;715.70;429.42
237104847S;572.57;343.54
237105JK8B;1545.93;927.56
237105JU0B;1675.89;1005.53
237105093R;930.42;558.25
237105100S;592.60;355.56
237105171R;629.96;377.98
237105203S;930.42;558.25
237105204R;644.13;386.48
237105248R;684.74;410.84
237105293S;820.72;492.43
237105942R;715.70;429.42
237105990S;820.72;492.43
237106048S;901.79;541.07
237106125S;715.70;429.42
237106209S;406.10;243.66
237106243S;715.70;429.42
237106560S;715.70;429.42
237106561S;1073.56;644.14
237106707R;715.70;429.42
237106723R;658.45;395.07
237106724R;592.61;355.57
237106933R;629.96;377.98
237106957R;644.13;386.48
237107094S;715.70;429.42
237107168R;930.42;558.25
237107175R;592.60;355.56
237107314R;592.60;355.56
237107363S;901.79;541.07
237107384R;684.74;410.84
237107476R;644.13;386.48
237107550R;930.42;558.25
237107562S;1455.42;873.25
237107572R;890.44;534.26
237107632R;592.60;355.56
237107695R;644.13;386.48
237107756S;930.42;558.25
237107789R;572.57;343.54
237107880S;1001.99;601.19
237107893R;715.70;429.42
237107893S;930.42;558.25
237107894R;715.70;429.42
237107894S;1001.99;601.19
237107921R;592.60;355.56
237108193R;658.45;395.07
237108209R;930.42;558.25
237108273R;684.74;410.84
237108353R;930.42;558.25
237108709R;658.45;395.07
237108770R;644.13;386.48
237108773R;715.70;429.42
237108889R;715.70;429.42
237108979R;592.60;355.56
237109010R;572.56;343.54
237109036R;572.57;343.54
237109184R;644.13;386.48
237109221R;592.60;355.56
237109279S;867.90;520.74
237109280S;930.42;558.25
237109602S;1001.99;601.19
237109612R;592.60;355.56
237109714R;715.70;429.42
237109776R;572.57;343.54
237109778R;715.70;429.42
237109855R;658.45;395.07
237109890R;629.96;377.98
237109894S;1001.99;601.19
237109896S;930.42;558.25
237109898S;838.95;503.37
237109915R;838.95;503.37
237109955R;930.42;558.25
237109963R;715.70;429.42
237109983R;930.42;558.25
237141119R;65.48;53.50
237141907R;65.46;53.48
237146060R;39.38;32.17
237146689R;57.42;46.91
237148761R;104.38;85.28
23796ED00D;184.72;107.14
23796ED06A;180.10;104.46
23796EN200;191.90;111.30
237960554R;191.90;111.30
237963JV0A;142.67;82.75
237963RC0A;189.92;110.15
237963396R;128.82;74.72
237963516R;191.90;111.30
237964624R;191.90;111.30
237964892R;122.57;71.09
237967309R;191.90;111.30
2379691C0N;90.89;52.72
241A01794R;171.74;132.93
241G85056R;29.33;23.96
241G86898R;29.33;23.96
241360797R;10.31;8.42
241361722R;52.62;42.99
241362885R;80.04;65.39
241366930R;18.51;15.12
241368058R;86.64;70.78
241373111R;18.22;14.89
241373930R;56.57;46.22
241378387R;187.25;152.98
242301762R;10.12;8.27
242302476R;8.11;6.63
242306108R;5.89;4.81
242358914R;73.44;60.00
242396503R;63.73;52.07
242448461R;57.42;46.91
242717612R;48.82;39.89
242717746R;47.59;38.88
243172191R;39.54;32.30
243172739R;20.41;16.67
243516967R;169.55;138.52
243610413R;128.82;74.72
243610945R;180.10;104.46
243615619R;180.10;104.46
244100129R;76.07;39.10
244100685R;331.18;170.23
244101440R;273.08;140.36
244103090R;210.08;107.98
244224BE1A;248.13;202.72
244287431R;36.84;30.10
244287528R;183.77;150.14
244460002R;134.95;110.25
244460003R;134.95;110.25
244465684R;110.46;90.25
244566328R;110.46;90.25
244935875R;83.25;45.79
250423553R;95.30;77.86
250426552R;230.82;188.58
250428777R;120.87;98.75
250600650R;29.67;17.21
250605243R;94.02;54.53
250605482R;94.02;54.53
250606178R;475.27;275.66
250607685R;88.23;51.17
250608446R;409.60;237.57
250608527R;475.27;275.66
250609047R;475.27;275.66
250609725R;553.30;320.91
251174EA0B;27.59;22.54
251636619R;18.29;14.94
252616269R;41.65;34.03
253A62217R;29.33;23.96
253A62567R;4.43;3.62
253A62632R;2.88;2.35
253A64455R;29.33;23.96
253A64909R;2.88;2.35
253A65210R;29.33;23.96
253A66018R;18.29;14.94
253A66163R;4.43;3.62
253A66882R;7.16;5.85
253A67069R;4.43;3.62
253A68345R;4.43;3.62
253A68923R;29.33;23.96
253A72850R;7.16;5.85
253A73496R;18.29;14.94
253A76082R;4.43;3.62
253A77965R;4.43;3.62
253C61486R;10.89;8.90
253C61508R;11.61;9.49
253C61838R;29.33;23.96
253C61863R;4.85;3.96
253C62403R;6.54;5.34
253C62616R;18.29;14.94
253C62701R;18.29;14.94
253C63327R;10.22;8.35
253C65830R;4.44;3.63
253C67417R;6.11;4.99
253C67772R;11.61;9.49
253C68006R;29.33;23.96
253C68225R;6.54;5.34
253C68809R;6.11;4.99
253C69751R;10.89;8.90
253C72262R;4.44;3.63
253C73187R;10.89;8.90
253C75295R;11.61;9.49
253C75855R;6.11;4.99
253C76676R;4.44;3.63
253C77117R;11.61;9.49
253C77466R;10.89;8.90
253C77912R;6.54;5.34
253C79802R;18.29;14.94
253E92750R;110.46;90.25
25360AD000;9.45;6.36
253804BA0A;124.70;101.88
253804EA0A;40.84;33.37
253804EA1A;44.55;36.40
255A63463R;8.37;6.84
256174027R;8.40;6.86
256178113R;4.60;3.76
256277819R;31.32;25.59
259970879R;305.00;249.19
259971312R;64.74;52.89
259971892R;21.88;17.88
259972105R;29.33;23.96
259973862R;39.38;32.17
259973864R;34.97;28.57
259974150R;39.38;32.17
259974594R;39.38;32.17
259975012R;24.20;19.77
259976117R;38.20;31.21
259976507R;38.20;31.21
259976773R;65.48;53.50
259977904R;14.95;12.21
259977997R;152.41;124.52
259978467R;19.94;16.29
259978864R;23.11;18.88
260A25277R;477.73;224.53
260B27408R;477.73;224.53
26010BZ50A;386.97;205.09
260100038R;463.23;245.51
260100067R;320.86;170.06
260100072R;449.76;238.37
260100091R;761.87;403.79
260100108R;488.31;258.80
260100156R;282.78;149.87
260100184R;1636.33;867.25
260100203R;267.90;141.99
260100274R;558.49;296.00
260100279R;641.85;340.18
260100400R;627.14;332.38
260100506R;503.94;267.09
260100509R;1232.38;653.16
260100543R;1070.81;567.53
260100579R;710.32;376.47
260100589R;1260.52;668.08
260100650R;1033.00;547.49
260100652R;297.29;157.56
260100697R;212.86;112.82
260100821R;1102.57;584.36
260100822R;328.30;174.00
260100850R;324.46;171.96
260100867R;212.86;112.82
260100902R;783.54;415.28
260100923R;397.59;210.72
260101001R;316.24;167.61
260101133R;486.77;257.99
260101161R;492.41;260.98
260101214R;277.92;147.30
260101296R;770.28;408.25
260101515R;945.68;501.21
260101606R;808.47;428.49
260101724R;738.46;391.38
260101760R;807.40;427.92
260101765R;1572.55;833.45
260101766R;558.49;296.00
260101785R;832.20;441.07
260101932R;874.80;463.64
260101940R;595.52;315.63
260101990R;299.26;158.61
260102016R;808.47;428.49
260102027R;241.08;127.77
260102152R;344.40;182.53
260102443R;861.12;456.39
260102483R;1038.76;550.54
260102604R;824.13;436.79
260102635R;232.18;123.06
260102683R;1258.92;667.23
260102734R;403.06;213.62
260102899R;816.36;432.67
260102973R;324.46;171.96
260103060R;1060.23;561.92
260103107R;175.95;93.25
260103127R;297.29;157.56
260103264R;847.64;449.25
260103279R;1282.58;679.77
260103317R;297.29;157.56
260103365R;441.33;233.90
260103366R;576.07;305.32
260103381R;1070.81;567.53
260103421R;297.29;157.56
260103507R;949.59;503.28
260103537R;461.15;244.41
260103547R;328.30;174.00
260103615R;324.46;171.96
260103692R;445.49;236.11
260103702R;822.98;436.18
260103707R;282.78;149.87
260103726R;382.99;202.98
260103738R;282.78;149.87
260103749R;260.09;137.85
260103799R;1035.93;549.04
260103814R;755.86;400.61
260103903R;504.71;267.50
260103948R;246.75;130.78
260103998R;290.97;154.21
260104156R;1425.80;755.67
260104161R;1411.80;748.25
260104296R;228.13;120.91
260104392R;267.90;141.99
260104410R;1425.80;755.67
260104431R;1000.00;530.00
260104525R;862.67;457.22
260104574R;1064.75;564.32
260104611R;165.63;87.78
260104669R;818.58;433.85
260104674R;641.85;340.18
260104676R;318.71;168.92
260104793R;190.58;101.01
260104820R;351.59;186.34
260104830R;530.48;281.15
260104835R;316.24;167.61
260104900R;862.67;457.22
260104907R;329.81;174.80
260104911R;225.08;119.29
260104922R;783.54;415.28
260104933R;822.98;436.18
260105JN0A;2350.89;1245.97
260105043R;432.43;229.19
260105066R;409.08;216.81
260105086R;861.12;456.39
260105116R;1102.57;584.36
260105183R;197.88;104.88
260105295R;808.47;428.49
260105319R;861.88;456.80
260105344R;212.86;112.82
260105345R;324.46;171.96
260105434R;170.44;80.11
260105441R;693.89;367.76
260105567R;382.25;202.59
260105660R;469.15;248.65
260105672R;693.89;367.76
260105680R;324.46;171.96
260105692R;386.97;205.09
260105759R;1077.75;571.21
260105783R;738.46;391.38
260105828R;282.78;149.87
260105871R;212.86;112.82
260105925R;168.05;89.07
260105997R;397.59;210.72
260106010R;617.89;327.48
260106126R;981.11;519.99
260106128R;397.59;210.72
260106174R;1122.32;594.83
260106194R;747.05;395.94
260106197R;721.49;382.39
260106223R;269.27;142.71
260106239R;693.89;367.76
260106343R;715.71;379.33
260106403R;1217.95;645.51
260106605R;848.83;449.88
260106624R;297.29;157.56
260106673R;737.05;390.64
260106858R;267.90;141.99
260106875R;1077.75;571.21
260106878R;503.94;267.09
260106965R;815.74;432.34
260107046R;300.02;159.01
260107078R;1298.29;688.09
260107401R;224.74;119.11
260107534R;463.23;245.51
260107562R;1060.23;561.92
260107674R;862.67;457.22
260107707R;1022.82;542.09
260107725R;881.82;467.36
260107747R;959.16;508.35
260107780R;1258.92;667.23
260107788R;691.98;366.75
260107861R;776.58;411.59
260107920R;714.27;378.56
260107933R;783.54;415.28
260107978R;715.71;379.33
260108053R;312.55;165.65
260108132R;504.89;267.59
260108233R;282.78;149.87
260108250R;345.25;182.98
260108268R;369.77;195.98
260108343R;911.62;483.16
260108435R;212.86;112.82
260108453R;423.10;224.24
260108490R;386.97;205.09
260108519R;382.99;202.98
260108543R;558.09;295.79
260108719R;324.46;171.96
260109229R;1425.80;755.67
260109289R;1211.93;642.32
260109321R;1217.95;645.51
260109379R;783.54;415.28
260109489R;968.72;513.42
260109518R;324.44;171.95
260109545R;233.64;123.83
260109550R;758.29;401.89
260109668R;903.80;479.01
260109670R;1060.23;561.92
260109692R;455.55;241.44
260109725R;524.11;277.78
260109842R;1309.23;693.89
260109843R;1298.29;688.09
260109958R;246.75;130.78
26025JY40A;360.16;190.88
260404273R;198.61;162.26
260406798R;55.83;45.61
260420620R;55.83;45.61
260420637R;110.46;90.25
260422144R;15.18;12.40
260423079R;39.38;32.17
260423554R;135.30;110.54
260424395R;39.38;32.17
260424526R;62.98;51.45
260424850R;135.76;110.92
260425153R;68.32;55.82
260425483R;55.83;45.61
260425752R;11.64;9.51
260426187R;59.11;48.29
260441014R;43.75;35.74
260595123R;587.84;480.27
260595890R;359.81;293.96
26060BZ50A;386.97;205.09
260600038R;463.23;245.51
260600076R;915.15;485.03
260600116R;525.35;278.44
260600145R;228.13;120.91
260600149R;941.99;499.25
260600331R;469.15;248.65
260600373R;297.29;157.56
260600479R;512.30;271.52
260600500R;468.87;248.50
260600666R;862.67;457.22
260600684R;883.28;468.14
260600731R;1000.00;530.00
260600738R;324.46;171.96
260600754R;212.86;112.82
260600901R;783.54;415.28
260600907R;1425.80;755.67
260600966R;228.13;120.91
260601005R;557.55;295.50
260601127R;784.95;416.02
260601153R;282.78;149.87
260601176R;297.29;157.56
260601223R;968.72;513.42
260601236R;212.86;112.82
260601346R;1044.55;553.61
260601435R;945.68;501.21
260601459R;1217.95;645.51
260601496R;445.49;236.11
260601570R;818.58;433.85
260601571R;402.95;213.56
260601603R;524.11;277.78
260601628R;1572.55;833.45
260601693R;862.67;457.22
260601732R;297.29;157.56
260601750R;714.27;378.56
260601764R;1298.29;688.09
260601781R;397.59;210.72
260601790R;817.98;433.53
260601859R;1102.57;584.36
260601975R;316.24;167.61
260602024R;1005.17;532.74
260602069R;224.74;119.11
260602075R;1060.23;561.92
260602078R;386.97;205.09
260602157R;641.85;340.18
260602224R;173.93;92.18
260602251R;589.69;312.54
260602422R;1035.93;549.04
260602439R;815.12;432.01
260602460R;290.97;154.21
260602461R;936.42;496.30
260602465R;747.05;395.94
260602475R;808.47;428.49
260602496R;175.95;93.25
260602515R;747.05;395.94
260602545R;324.44;171.95
260602561R;714.27;378.56
260602566R;1038.76;550.54
260602660R;1260.49;668.06
260602665R;246.75;130.78
260602681R;1060.23;561.92
260602722R;397.59;210.72
260602739R;232.18;123.06
260602914R;190.58;101.01
260602962R;721.49;382.39
260603007R;233.64;123.83
260603013R;1077.75;571.21
260603054R;382.99;202.98
260603197R;872.13;462.23
260603201R;1102.57;584.36
260603338R;197.88;104.88
260603442R;297.29;157.56
260603481R;949.59;503.28
260603495R;371.83;197.07
260603515R;881.82;467.36
260603590R;738.46;391.38
260603632R;1258.92;667.23
260603689R;441.33;233.90
260603795R;212.86;112.82
260603859R;403.06;213.62
260603883R;224.74;119.11
260603960R;328.30;174.00
260604069R;344.40;182.53
260604212R;530.48;281.15
260604235R;312.55;165.65
260604547R;617.89;327.48
260604601R;558.09;295.79
260604608R;1104.85;585.57
260604753R;761.87;403.79
260604896R;424.61;225.04
260604919R;1077.75;571.21
260605JN0A;2105.17;1115.74
260605046R;558.49;296.00
260605101R;1298.29;688.09
260605235R;241.08;127.77
260605273R;1232.38;653.16
260605362R;793.64;420.63
260605370R;282.78;149.87
260605371R;267.90;141.99
260605432R;737.05;390.64
260605490R;1298.29;688.09
260605615R;1217.95;645.51
260605628R;423.10;224.24
260605779R;486.57;257.88
260605817R;397.59;210.72
260605953R;499.68;264.83
260605973R;1258.92;667.23
260606033R;721.49;382.39
260606098R;558.49;296.00
260606151R;861.12;456.39
260606163R;1384.32;733.69
260606227R;397.59;210.72
260606305R;783.54;415.28
260606388R;1070.81;567.53
260606389R;632.58;335.27
260606399R;1070.81;567.53
260606423R;710.32;376.47
260606466R;862.67;457.22
260606545R;903.80;479.01
260606689R;1298.29;688.09
260606709R;282.78;149.87
260606722R;1636.33;867.25
260606760R;345.25;182.98
260606766R;822.98;436.18
260606796R;1033.00;547.49
260606821R;770.28;408.25
260606923R;755.86;400.61
260607108R;576.07;305.32
260607124R;282.78;149.87
260607213R;861.12;456.39
